,0
1306144,1234
1563518,1235
1564173,1236
1359277,1237
1422357,1238
1306325,1239
1563094,1240
1324508,1241
1372034,1242
1566790,1243
1536515,1244
1306551,1245
1305554,1246
1371081,1247
1303337,1248
1310193,1249
1358401,1250
1558484,1251
1370353,1252
1419021,1253
1488015,1254
1360666,1255
1558647,1256
1310355,1257
1369556,1258
1374323,1259
1310668,1260
1408313,1261
1309489,1262
1406281,1263
1308615,1264
1291482,1265
1373712,1266
1295897,1267
1302105,1268
1309233,1269
1292466,1270
1310581,1271
1426229,1272
1405650,1273
1534830,1274
1356582,1275
1496144,1276
1290422,1277
1300574,1278
1298224,1279
1290066,1280
1354165,1281
1290086,1282
1522948,1283
1323810,1284
1365534,1285
1411627,1286
1363200,1287
1605641,1288
1415355,1289
1321168,1290
1321363,1291
1605085,1292
1292630,1293
1289534,1294
1291101,1295
1541686,1296
1291923,1297
1321879,1298
1291921,1299
1281617,1300
1291746,1301
1543413,1302
1283713,1303
1363678,1304
1289128,1305
1434610,1306
1364162,1307
1528242,1308
1325217,1309
1325490,1310
1439660,1311
1519061,1312
1381066,1313
1325794,1314
1567903,1315
1331143,1316
1545982,1317
1396662,1318
1288297,1319
1353638,1320
1413204,1321
1362024,1322
1284942,1323
1413202,1324
1298159,1325
1285134,1326
1288659,1327
1381398,1328
1288292,1329
1520024,1330
1324919,1331
1321707,1332
1563064,1333
1596100,1334
1319917,1335
1378912,1336
1293003,1337
1415717,1338
1292932,1339
1294514,1340
1295057,1341
1530326,1342
1327502,1343
1597395,1344
1542248,1345
1530090,1346
1530787,1347
1532031,1348
1293519,1349
1531184,1350
1595077,1351
1401673,1352
1293547,1353
1534724,1354
1531411,1355
1564728,1356
1309858,1357
1486540,1358
1320156,1359
1295116,1360
1319818,1361
1532688,1362
1293705,1363
1529353,1364
1355229,1365
1400572,1366
1531320,1367
1412664,1368
1595348,1369
1295596,1370
1290051,1371
1433547,1372
1355973,1373
1562855,1374
1528565,1375
1481908,1376
1483846,1377
1490223,1378
1420358,1379
1527997,1380
1530389,1381
1522374,1382
1504530,1383
1334939,1384
1595841,1385
1405897,1386
1527784,1387
1358495,1388
1377166,1389
1583989,1390
1480503,1391
1350271,1392
1470596,1393
1411961,1394
1345305,1395
1389073,1396
1562674,1397
1437456,1398
1605207,1399
1299271,1400
1403316,1401
1597994,1402
1334492,1403
1336388,1404
1320168,1405
1284450,1406
1356359,1407
1382056,1408
1545812,1409
1289850,1410
1300545,1411
1318480,1412
1485387,1413
1535857,1414
1330309,1415
1601358,1416
1580562,1417
1318956,1418
1410899,1419
1543339,1420
1465259,1421
1438817,1422
1314990,1423
1335001,1424
1389959,1425
1445143,1426
1390262,1427
1443639,1428
1434220,1429
1391282,1430
1435213,1431
1469968,1432
1434633,1433
1390428,1434
1294071,1435
1377926,1436
1391001,1437
1415359,1438
1467470,1439
1332359,1440
1432768,1441
1320139,1442
1330399,1443
1469924,1444
1415482,1445
1468753,1446
1416380,1447
1432773,1448
1416417,1449
1409027,1450
1432266,1451
1416791,1452
1432078,1453
1388441,1454
1378314,1455
1445763,1456
1389834,1457
1433720,1458
1322490,1459
1377980,1460
1400297,1461
1400335,1462
1401035,1463
1332692,1464
1389889,1465
1412616,1466
1321286,1467
1438089,1468
1313591,1469
1437799,1470
1397366,1471
1471239,1472
1437963,1473
1397587,1474
1397433,1475
1331606,1476
1320984,1477
1395407,1478
1472347,1479
1395076,1480
1321143,1481
1412248,1482
1471885,1483
1397177,1484
1375902,1485
1314196,1486
1412067,1487
1440629,1488
1394184,1489
1442146,1490
1414820,1491
1470608,1492
1392211,1493
1470599,1494
1443152,1495
1398719,1496
1331966,1497
1376817,1498
1391474,1499
1388383,1500
1470175,1501
1443366,1502
1392772,1503
1392794,1504
1442223,1505
1314499,1506
1436588,1507
1321737,1508
1331675,1509
1327254,1510
1435525,1511
1412541,1512
1320145,1513
1470961,1514
1376629,1515
1411332,1516
1393125,1517
1380357,1518
1419969,1519
1385410,1520
1333847,1521
1385190,1522
1400511,1523
1405868,1524
1454651,1525
1455078,1526
1455263,1527
1420027,1528
1317813,1529
1333812,1530
1378757,1531
1316607,1532
1379728,1533
1419068,1534
1328325,1535
1405518,1536
1329193,1537
1316606,1538
1419126,1539
1453514,1540
1425275,1541
1453927,1542
1334086,1543
1459809,1544
1328597,1545
1382669,1546
1399906,1547
1457223,1548
1328738,1549
1458936,1550
1334442,1551
1458630,1552
1334561,1553
1406633,1554
1381567,1555
1458078,1556
1324399,1557
1334168,1558
1420629,1559
1317741,1560
1329034,1561
1383281,1562
1334674,1563
1459633,1564
1324761,1565
1424281,1566
1316990,1567
1324906,1568
1424037,1569
1317408,1570
1459095,1571
1288979,1572
1325598,1573
1464525,1574
1447872,1575
1449025,1576
1379071,1577
1329621,1578
1449054,1579
1449410,1580
1428044,1581
1331166,1582
1428290,1583
1403800,1584
1315643,1585
1333161,1586
1334438,1587
1388284,1588
1465539,1589
1319320,1590
1403479,1591
1323457,1592
1446436,1593
1315393,1594
1315741,1595
1313070,1596
1316281,1597
1404982,1598
1328965,1599
1450027,1600
1386946,1601
1383197,1602
1405177,1603
1333566,1604
1451874,1605
1462176,1606
1418584,1607
1329237,1608
1416813,1609
1418598,1610
1450054,1611
1463932,1612
1378338,1613
1463713,1614
1417821,1615
1404641,1616
1427772,1617
1335370,1618
1463504,1619
1375289,1620
1524863,1621
1524065,1622
1380812,1623
1380908,1624
1380866,1625
1381201,1626
1522187,1627
1521827,1628
1378879,1629
1521514,1630
1381471,1631
1503128,1632
1520779,1633
1519393,1634
1519333,1635
1519273,1636
1518189,1637
1517757,1638
1525933,1639
1378985,1640
1378994,1641
1530906,1642
1530429,1643
1511507,1644
1529611,1645
1527034,1646
1529380,1647
1528905,1648
1528789,1649
1528587,1650
1527355,1651
1527100,1652
1526582,1653
1517321,1654
1517273,1655
1506662,1656
1385704,1657
1505109,1658
1504792,1659
1503734,1660
1503300,1661
1386332,1662
1502446,1663
1386921,1664
1387380,1665
1387979,1666
1387794,1667
1497891,1668
1497785,1669
1497687,1670
1495993,1671
1516878,1672
1507250,1673
1502885,1674
1515806,1675
1514641,1676
1513973,1677
1513911,1678
1382937,1679
1513108,1680
1508513,1681
1486400,1682
1384839,1683
1509316,1684
1385021,1685
1385085,1686
1508457,1687
1508442,1688
1508032,1689
1507763,1690
1562961,1691
1567266,1692
1566896,1693
1566624,1694
1371944,1695
1563992,1696
1372617,1697
1563255,1698
1372793,1699
1562130,1700
1562208,1701
1561724,1702
1560270,1703
1561275,1704
1561054,1705
1373277,1706
1560290,1707
1560016,1708
1558733,1709
1567719,1710
1371498,1711
1369506,1712
1579729,1713
1579540,1714
1579486,1715
1579065,1716
1369699,1717
1370075,1718
1370322,1719
1570934,1720
1371312,1721
1569387,1722
1373822,1723
1557836,1724
1377108,1725
1540101,1726
1539755,1727
1377291,1728
1539417,1729
1537557,1730
1377164,1731
1377686,1732
1535487,1733
1378302,1734
1534147,1735
1378470,1736
1377033,1737
1541210,1738
1557591,1739
1543363,1740
1556904,1741
1556186,1742
1555520,1743
1554859,1744
1554174,1745
1552713,1746
1375090,1747
1550634,1748
1548971,1749
1375663,1750
1547133,1751
1546835,1752
1376052,1753
1545456,1754
1373618,1755
1436244,1756
1435722,1757
1435320,1758
1434378,1759
1434225,1760
1403444,1761
1432494,1762
1432383,1763
1357266,1764
1431868,1765
1430977,1766
1430814,1767
1430451,1768
1427284,1769
1403935,1770
1429244,1771
1446071,1772
1445955,1773
1445476,1774
1389415,1775
1444624,1776
1443552,1777
1401263,1778
1442285,1779
1396230,1780
1401680,1781
1440045,1782
1439024,1783
1437710,1784
1428856,1785
1403017,1786
1414910,1787
1414656,1788
1407278,1789
1414113,1790
1414301,1791
1413994,1792
1413916,1793
1413779,1794
1412460,1795
1412381,1796
1411552,1797
1407906,1798
1400157,1799
1411110,1800
1407898,1801
1410702,1802
1410694,1803
1409745,1804
1406441,1805
1408859,1806
1406594,1807
1415188,1808
1427226,1809
1416681,1810
1404811,1811
1426762,1812
1426010,1813
1425968,1814
1425110,1815
1421883,1816
1421286,1817
1420639,1818
1418453,1819
1405917,1820
1419414,1821
1419313,1822
1419202,1823
1416526,1824
1417029,1825
1406490,1826
1400438,1827
1484266,1828
1483681,1829
1483405,1830
1392087,1831
1482577,1832
1392423,1833
1392462,1834
1481871,1835
1481644,1836
1480669,1837
1437617,1838
1478673,1839
1478048,1840
1393704,1841
1393755,1842
1476966,1843
1475889,1844
1412770,1845
1485544,1846
1494155,1847
1493804,1848
1492727,1849
1491366,1850
1489874,1851
1389801,1852
1489478,1853
1389552,1854
1489100,1855
1390490,1856
1488832,1857
1488615,1858
1488578,1859
1487415,1860
1487396,1861
1487329,1862
1486239,1863
1394739,1864
1457242,1865
1457503,1866
1457044,1867
1456894,1868
1456220,1869
1455349,1870
1455213,1871
1454469,1872
1398882,1873
1452697,1874
1399462,1875
1450108,1876
1449127,1877
1400155,1878
1448708,1879
1448095,1880
1395135,1881
1459256,1882
1471020,1883
1395235,1884
1394273,1885
1468872,1886
1468098,1887
1466222,1888
1466703,1889
1466001,1890
1396033,1891
1465263,1892
1396724,1893
1396969,1894
1462576,1895
1460861,1896
1459811,1897
1581296,1898
1369362,1899
1581627,1900
1345755,1901
1346560,1902
1346621,1903
1348127,1904
1347965,1905
1347963,1906
1347692,1907
1346754,1908
1346034,1909
1345901,1910
1324801,1911
1354161,1912
1344932,1913
1344267,1914
1343761,1915
1342576,1916
1342591,1917
1348817,1918
1346403,1919
1344802,1920
1353103,1921
1352561,1922
1345272,1923
1345335,1924
1352111,1925
1351902,1926
1351721,1927
1351683,1928
1351283,1929
1351577,1930
1350887,1931
1345510,1932
1351010,1933
1350638,1934
1350039,1935
1349439,1936
1348706,1937
1341839,1938
1341276,1939
1350159,1940
1350517,1941
1346160,1942
1334132,1943
1333889,1944
1333749,1945
1333555,1946
1332954,1947
1331815,1948
1332819,1949
1332575,1950
1332580,1951
1332033,1952
1332197,1953
1332107,1954
1330989,1955
1335621,1956
1335785,1957
1341281,1958
1335252,1959
1341231,1960
1341031,1961
1340909,1962
1338575,1963
1338983,1964
1338636,1965
1338780,1966
1338367,1967
1338438,1968
1338316,1969
1334656,1970
1336360,1971
1337647,1972
1337407,1973
1337324,1974
1349780,1975
1336689,1976
1336642,1977
1336569,1978
1336241,1979
1350057,1980
1350097,1981
1354003,1982
1344637,1983
1367767,1984
1369590,1985
1338319,1986
1338510,1987
1369115,1988
1368564,1989
1367984,1990
1338981,1991
1329700,1992
1367717,1993
1367683,1994
1367656,1995
1367654,1996
1339038,1997
1340190,1998
1343558,1999
1365891,2000
1365423,2001
1341073,2002
1361279,2003
1338344,2004
1370145,2005
1370217,2006
1374906,2007
1373310,2008
1336984,2009
1374125,2010
1373577,2011
1373156,2012
1337334,2013
1373181,2014
1372892,2015
1372730,2016
1372602,2017
1372425,2018
1337520,2019
1372296,2020
1372139,2021
1338026,2022
1370692,2023
1364565,2024
1358790,2025
1358570,2026
1358447,2027
1358007,2028
1343566,2029
1356241,2030
1356150,2031
1344155,2032
1344171,2033
1356043,2034
1355822,2035
1355480,2036
1355064,2037
1359018,2038
1359209,2039
1364216,2040
1335236,2041
1363735,2042
1363549,2043
1363273,2044
1363220,2045
1362994,2046
1363083,2047
1362465,2048
1362386,2049
1342136,2050
1362238,2051
1362013,2052
1361934,2053
1360889,2054
1360874,2055
1360700,2056
1351877,2057
1330362,2058
1351979,2059
1362800,2060
1294366,2061
1293997,2062
1294009,2063
1292919,2064
1292692,2065
1292508,2066
1292009,2067
1363069,2068
1290831,2069
1363341,2070
1290379,2071
1290119,2072
1288654,2073
1288822,2074
1289000,2075
1288007,2076
1287875,2077
1364257,2078
1294194,2079
1295266,2080
1360070,2081
1292147,2082
1360324,2083
1300790,2084
1300639,2085
1360486,2086
1300106,2087
1299908,2088
1299180,2089
1291753,2090
1298580,2091
1298572,2092
1297640,2093
1297560,2094
1297521,2095
1297028,2096
1296838,2097
1287631,2098
1286945,2099
1286447,2100
1597372,2101
1597385,2102
1597123,2103
1596599,2104
1595774,2105
1367634,2106
1367847,2107
1592433,2108
1591699,2109
1586417,2110
1587673,2111
1584097,2112
1584844,2113
1368539,2114
1368480,2115
1369092,2116
1369185,2117
1582314,2118
1597667,2119
1598379,2120
1366725,2121
1285879,2122
1284888,2123
1285489,2124
1285091,2125
1285059,2126
1285004,2127
1283987,2128
1282571,2129
1282110,2130
1281568,2131
1606611,2132
1602649,2133
1600595,2134
1366588,2135
1302681,2136
1359606,2137
1321767,2138
1318523,2139
1321666,2140
