,0
1527980,4282
1527979,4283
1507258,4284
1470563,4285
1335204,4286
1309158,4287
1334998,4288
1432376,4289
1408920,4290
1379788,4291
1310994,4292
1380165,4293
1502672,4294
1327316,4295
1502680,4296
1380157,4297
1409165,4298
1380092,4299
1409379,4300
1379843,4301
1328019,4302
1434021,4303
1322262,4304
1381052,4305
1317228,4306
1479643,4307
1322300,4308
1458570,4309
1486754,4310
1380439,4311
1380769,4312
1317133,4313
1380739,4314
1317066,4315
1380654,4316
1502642,4317
1476870,4318
1502844,4319
1433749,4320
1379369,4321
1410177,4322
1335382,4323
1379408,4324
1479215,4325
1316927,4326
1479205,4327
1316821,4328
1503318,4329
1433219,4330
1503409,4331
1492643,4332
1492583,4333
1335111,4334
1335162,4335
1478985,4336
1492808,4337
1312974,4338
1335219,4339
1479271,4340
1377171,4341
1316997,4342
1327747,4343
1379500,4344
1335288,4345
1335285,4346
1410019,4347
1334370,4348
1457951,4349
1493209,4350
1407788,4351
1334100,4352
1455322,4353
1317717,4354
1334117,4355
1501759,4356
1334129,4357
1407254,4358
1435117,4359
1455848,4360
1334185,4361
1455816,4362
1480153,4363
1328466,4364
1455144,4365
1382713,4366
1407728,4367
1322060,4368
1501698,4369
1381304,4370
1385309,4371
1454994,4372
1407170,4373
1407317,4374
1383376,4375
1454446,4376
1455346,4377
1311265,4378
1383501,4379
1455438,4380
1382817,4381
1455506,4382
1455175,4383
1444676,4384
1486473,4385
1382624,4386
1480103,4387
1334315,4388
1434662,4389
1408026,4390
1502366,4391
1457560,4392
1311000,4393
1317240,4394
1381571,4395
1334571,4396
1457683,4397
1479776,4398
1408200,4399
1381380,4400
1381447,4401
1408280,4402
1334638,4403
1458046,4404
1320266,4405
1502292,4406
1381636,4407
1317341,4408
1328452,4409
1382333,4410
1382190,4411
1381612,4412
1456796,4413
1310837,4414
1502064,4415
1333835,4416
1381734,4417
1434760,4418
1486643,4419
1410353,4420
1310835,4421
1412193,4422
1429814,4423
1336479,4424
1412258,4425
1463162,4426
1491798,4427
1478005,4428
1429756,4429
1316223,4430
1375751,4431
1429552,4432
1374992,4433
1412394,4434
1412428,4435
1429886,4436
1323052,4437
1487204,4438
1306295,4439
1316362,4440
1327037,4441
1336303,4442
1376513,4443
1412000,4444
1462509,4445
1376433,4446
1326972,4447
1376374,4448
1323075,4449
1305995,4450
1462663,4451
1430012,4452
1376201,4453
1336418,4454
1412736,4455
1316040,4456
1464002,4457
1505341,4458
1462281,4459
1336947,4460
1316004,4461
1326853,4462
1374421,4463
1487555,4464
1427304,4465
1374299,4466
1428216,4467
1505453,4468
1505545,4469
1486956,4470
1428857,4471
1505174,4472
1412500,4473
1375268,4474
1336646,4475
1310766,4476
1374918,4477
1412625,4478
1505138,4479
1491509,4480
1374948,4481
1375088,4482
1429083,4483
1310764,4484
1315996,4485
1429178,4486
1487086,4487
1375008,4488
1313279,4489
1505228,4490
1430757,4491
1460313,4492
1306516,4493
1320203,4494
1460793,4495
1460842,4496
1378351,4497
1478919,4498
1432000,4499
1335686,4500
1306443,4501
1431940,4502
1478754,4503
1492507,4504
1431914,4505
1410641,4506
1322846,4507
1432620,4508
1378437,4509
1479121,4510
1410530,4511
1321560,4512
1460164,4513
1460203,4514
1503561,4515
1378593,4516
1432865,4517
1410492,4518
1309820,4519
1327589,4520
1503668,4521
1312596,4522
1458018,4523
1410862,4524
1462062,4525
1492309,4526
1335988,4527
1492175,4528
1377362,4529
1377328,4530
1431500,4531
1411397,4532
1377233,4533
1411427,4534
1462071,4535
1335777,4536
1411500,4537
1487094,4538
1504114,4539
1487146,4540
1430946,4541
1376658,4542
1309341,4543
1377473,4544
1377691,4545
1335903,4546
1335774,4547
1461303,4548
1309313,4549
1335598,4550
1313119,4551
1461312,4552
1377856,4553
1310854,4554
1461449,4555
1461497,4556
1487021,4557
1472096,4558
1461728,4559
1493469,4560
1435746,4561
1496003,4562
1447636,4563
1319230,4564
1331836,4565
1392142,4566
1312319,4567
1402413,4568
1402649,4569
1402878,4570
1403057,4571
1331963,4572
1331947,4573
1331997,4574
1447473,4575
1390754,4576
1331752,4577
1330054,4578
1320713,4579
1446993,4580
1496250,4581
1483149,4582
1401767,4583
1320750,4584
1319462,4585
1320567,4586
1447345,4587
1482933,4588
1393025,4589
1492921,4590
1311632,4591
1312488,4592
1498570,4593
1440619,4594
1495242,4595
1391210,4596
1404127,4597
1498824,4598
1482137,4599
1404089,4600
1329659,4601
1390124,4602
1449509,4603
1449518,4604
1426137,4605
1319004,4606
1320913,4607
1482370,4608
1388426,4609
1448625,4610
1498242,4611
1391657,4612
1391610,4613
1402919,4614
1332099,4615
1332078,4616
1439483,4617
1440719,4618
1448780,4619
1448884,4620
1440632,4621
1497898,4622
1446701,4623
1312139,4624
1308262,4625
1330522,4626
1442997,4627
1445007,4628
1308090,4629
1397196,4630
1330475,4631
1331120,4632
1397014,4633
1399544,4634
1395952,4635
1496561,4636
1396699,4637
1396010,4638
1330428,4639
1330511,4640
1398287,4641
1330769,4642
1308217,4643
1397704,4644
1320154,4645
1330689,4646
1399044,4647
1330927,4648
1320132,4649
1330961,4650
1484431,4651
1443455,4652
1397384,4653
1331019,4654
1442945,4655
1397349,4656
1444778,4657
1330592,4658
1295912,4659
1393090,4660
1331719,4661
1395010,4662
1319655,4663
1329822,4664
1446506,4665
1441913,4666
1394211,4667
1442477,4668
1446582,4669
1497507,4670
1320635,4671
1390012,4672
1446464,4673
1331013,4674
1400060,4675
1446054,4676
1446201,4677
1312114,4678
1397963,4679
1320539,4680
1330240,4681
1330269,4682
1327219,4683
1331399,4684
1331264,4685
1404273,4686
1307341,4687
1436909,4688
1437089,4689
1452926,4690
1328966,4691
1321488,4692
1318246,4693
1387110,4694
1386644,4695
1437273,4696
1435938,4697
1386544,4698
1333545,4699
1452740,4700
1478296,4701
1405511,4702
1452122,4703
1405672,4704
1499795,4705
1333340,4706
1452245,4707
1387322,4708
1318423,4709
1452216,4710
1329844,4711
1387318,4712
1321516,4713
1500018,4714
1405659,4715
1405830,4716
1405827,4717
1333374,4718
1437846,4719
1329133,4720
1406112,4721
1318202,4722
1308969,4723
1385879,4724
1385849,4725
1436187,4726
1328747,4727
1385570,4728
1311269,4729
1318018,4730
1333740,4731
1454564,4732
1311327,4733
1436010,4734
1333805,4735
1385427,4736
1333807,4737
1385500,4738
1435949,4739
1307217,4740
1333657,4741
1436238,4742
1307191,4743
1386352,4744
1318115,4745
1333631,4746
1386130,4747
1386129,4748
1405951,4749
1406204,4750
1481189,4751
1389474,4752
1389435,4753
1436754,4754
1404631,4755
1450189,4756
1404696,4757
1438633,4758
1481706,4759
1404656,4760
1499291,4761
1499367,4762
1450624,4763
1389886,4764
1449788,4765
1450010,4766
1390696,4767
1390599,4768
1495216,4769
1307880,4770
1390419,4771
1332370,4772
1495199,4773
1439765,4774
1390265,4775
1439599,4776
1390051,4777
1389781,4778
1499181,4779
1389459,4780
1450668,4781
1389088,4782
1499788,4783
1451373,4784
1318591,4785
1438071,4786
1333067,4787
1405214,4788
1451320,4789
1405128,4790
1388870,4791
1486091,4792
1318528,4793
1387803,4794
1405394,4795
1499757,4796
1312662,4797
1388334,4798
1333076,4799
1388239,4800
1389024,4801
1415921,4802
1329397,4803
1329421,4804
1329415,4805
1329292,4806
1485737,4807
1307661,4808
1321385,4809
1333059,4810
1312647,4811
1451241,4812
1398438,4813
1338056,4814
1325500,4815
1476278,4816
1424661,4817
1506696,4818
1367745,4819
1425116,4820
1467119,4821
1420091,4822
1476356,4823
1490839,4824
1414779,4825
1490827,4826
1425138,4827
1367887,4828
1338920,4829
1324036,4830
1417745,4831
1315415,4832
1372360,4833
1310513,4834
1305589,4835
1472076,4836
1338880,4837
1417237,4838
1337801,4839
1507123,4840
1325554,4841
1338834,4842
1488236,4843
1368061,4844
1467357,4845
1467329,4846
1371923,4847
1424703,4848
1326046,4849
1308085,4850
1417623,4851
1471638,4852
1414966,4853
1472191,4854
1506352,4855
1373036,4856
1508850,4857
1414443,4858
1373144,4859
1465561,4860
1303846,4861
1506199,4862
1465535,4863
1367545,4864
1414380,4865
1300782,4866
1488060,4867
1337287,4868
1340145,4869
1305621,4870
1367498,4871
1340390,4872
1414281,4873
1303862,4874
1373503,4875
1418107,4876
1466511,4877
1508597,4878
1313931,4879
1372513,4880
1367813,4881
1367771,4882
1372597,4883
1508622,4884
1336894,4885
1372629,4886
1367719,4887
1508686,4888
1506491,4889
1414457,4890
1321548,4891
1372950,4892
1415036,4893
1473636,4894
1338435,4895
1415732,4896
1469805,4897
1370653,4898
1370584,4899
1490694,4900
1416905,4901
1507916,4902
1338434,4903
1324425,4904
1369317,4905
1370779,4906
1369222,4907
1507462,4908
1508036,4909
1305298,4910
1338783,4911
1415945,4912
1314769,4913
1422425,4914
1338187,4915
1422460,4916
1474381,4917
1488838,4918
1422601,4919
1470397,4920
1370260,4921
1470461,4922
1507445,4923
1370343,4924
1314837,4925
1474059,4926
1417106,4927
1488500,4928
1338070,4929
1315156,4930
1315177,4931
1470852,4932
1420402,4933
1470788,4934
1507056,4935
1508399,4936
1471275,4937
1467829,4938
1420307,4939
1424299,4940
1325584,4941
1368380,4942
1313573,4943
1467794,4944
1508332,4945
1507217,4946
1324317,4947
1369044,4948
1470997,4949
1371022,4950
1415488,4951
1506682,4952
1368930,4953
1370924,4954
1315058,4955
1474129,4956
1468455,4957
1426605,4958
1417262,4959
1367098,4960
1309683,4961
1326612,4962
1313324,4963
1367298,4964
1373623,4965
1326492,4966
1367169,4967
1315909,4968
1367159,4969
1419676,4970
1325290,4971
1373951,4972
1413282,4973
1340291,4974
1427023,4975
1477286,4976
1308243,4977
1326444,4978
1472497,4979
1325305,4980
1414221,4981
1507319,4982
1477185,4983
1487897,4984
1487981,4985
1418996,4986
1295569,4987
1418885,4988
1489138,4989
1605314,4990
1445748,4991
1522103,4992
1403123,4993
1318457,4994
1594156,4995
1314064,4996
1515778,4997
1419624,4998
1574567,4999
1532908,5000
1434207,5001
1516725,5002
1337415,5003
1319418,5004
1321840,5005
1472765,5006
1465822,5007
1485213,5008
1353596,5009
1370188,5010
1473252,5011
1544706,5012
1508348,5013
1599133,5014
1282434,5015
1520062,5016
1407705,5017
1364807,5018
1428322,5019
1312846,5020
1578655,5021
1576504,5022
1455857,5023
1428402,5024
1559139,5025
1371668,5026
1406224,5027
1324323,5028
1362789,5029
1371963,5030
1399681,5031
1574371,5032
1575919,5033
1579549,5034
1445551,5035
1301207,5036
1317393,5037
1322607,5038
1342730,5039
1406360,5040
1494198,5041
1410511,5042
1558469,5043
1536579,5044
1424774,5045
1427311,5046
1548415,5047
1473960,5048
1380208,5049
1285357,5050
1322503,5051
1551853,5052
1550291,5053
1420401,5054
1369142,5055
1564409,5056
1512575,5057
1456255,5058
1401094,5059
1472324,5060
1534808,5061
1325947,5062
1394999,5063
1592559,5064
1507881,5065
1291780,5066
1536087,5067
1507753,5068
1424414,5069
1414410,5070
1436118,5071
1342990,5072
1391577,5073
1350429,5074
1452496,5075
1376060,5076
1381019,5077
1435870,5078
1315667,5079
1319897,5080
1358021,5081
1431912,5082
1444988,5083
1502544,5084
1541855,5085
1598841,5086
1558091,5087
1585170,5088
1484315,5089
1574721,5090
1570346,5091
1509216,5092
1561028,5093
1443933,5094
1546644,5095
1507108,5096
1509874,5097
1560835,5098
1438763,5099
1507193,5100
1570990,5101
1485627,5102
1509160,5103
1507191,5104
1437879,5105
1497732,5106
1508629,5107
1575246,5108
1506796,5109
1541485,5110
1544335,5111
1495349,5112
1506851,5113
1509431,5114
1569479,5115
1506789,5116
1506088,5117
1510204,5118
1375637,5119
1509466,5120
1510248,5121
1509465,5122
1437908,5123
1443445,5124
1408021,5125
1437499,5126
1544935,5127
1509910,5128
1507096,5129
1406758,5130
1438805,5131
1570987,5132
1546546,5133
1545098,5134
1546442,5135
1506982,5136
1438718,5137
1544991,5138
1422247,5139
1443704,5140
1506035,5141
1497617,5142
1552326,5143
1509142,5144
1570893,5145
1540912,5146
1575202,5147
1420902,5148
1422066,5149
1508295,5150
1542104,5151
1488554,5152
1496117,5153
1559514,5154
1508621,5155
1570901,5156
1508696,5157
1560890,5158
1496912,5159
1560805,5160
1438100,5161
1545901,5162
1508706,5163
1543575,5164
1570923,5165
1489441,5166
1496239,5167
1486042,5168
1509582,5169
1509692,5170
1508596,5171
1575113,5172
1560745,5173
1542270,5174
1421452,5175
1496131,5176
1509596,5177
1443876,5178
1509732,5179
1545711,5180
1552167,5181
1545718,5182
1570704,5183
1575092,5184
1421764,5185
1508396,5186
1546117,5187
1507570,5188
1508957,5189
1507741,5190
1509019,5191
1488919,5192
1545345,5193
1507601,5194
1509753,5195
1509798,5196
1544646,5197
1507593,5198
1544914,5199
1507587,5200
1509081,5201
1546275,5202
1571045,5203
1485703,5204
1497317,5205
1507252,5206
1496742,5207
1443681,5208
1509125,5209
1485744,5210
1504098,5211
1552342,5212
1496334,5213
1485855,5214
1443638,5215
1507952,5216
1508807,5217
1421097,5218
1570969,5219
1497234,5220
1496047,5221
1497297,5222
1497318,5223
1544651,5224
1546157,5225
1546192,5226
1509426,5227
1550676,5228
1440743,5229
1549636,5230
1489211,5231
1574184,5232
1502848,5233
1560060,5234
1549501,5235
1499375,5236
1572388,5237
1549488,5238
1502902,5239
1549267,5240
1442299,5241
1572383,5242
1549733,5243
1559712,5244
1484844,5245
1441598,5246
1502469,5247
1502668,5248
1502732,5249
1502735,5250
1502755,5251
1419833,5252
1499499,5253
1362548,5254
1559694,5255
1559650,5256
1574081,5257
1489202,5258
1551146,5259
1560348,5260
1441183,5261
1548910,5262
1559015,5263
1551219,5264
1574448,5265
1503115,5266
1572207,5267
1441570,5268
1548798,5269
1503647,5270
1484744,5271
1550877,5272
1498964,5273
1503385,5274
1548967,5275
1550977,5276
1549284,5277
1485246,5278
1503131,5279
1503186,5280
1499048,5281
1503224,5282
1503232,5283
1503345,5284
1441165,5285
1485169,5286
1546522,5287
1572733,5288
1572858,5289
1500478,5290
1500604,5291
1550477,5292
1572921,5293
1489289,5294
1499886,5295
1500778,5296
1572867,5297
1499366,5298
1484870,5299
1550417,5300
1501030,5301
1550347,5302
1559882,5303
1500487,5304
1500105,5305
1559655,5306
1550764,5307
1500217,5308
1500449,5309
1559810,5310
1550588,5311
1500031,5312
1573060,5313
1559719,5314
1441986,5315
1499856,5316
1484476,5317
1442107,5318
1502077,5319
1572780,5320
1501744,5321
1499616,5322
1502113,5323
1438254,5324
1572674,5325
1485012,5326
1549903,5327
1441843,5328
1572829,5329
1550142,5330
1501141,5331
1484858,5332
1572828,5333
1485014,5334
1501353,5335
1574150,5336
1442126,5337
1501391,5338
1323000,5339
1501535,5340
1441834,5341
1501567,5342
1501750,5343
1501764,5344
1503725,5345
1505336,5346
1442422,5347
1498300,5348
1505397,5349
1498080,5350
1505011,5351
1498082,5352
1502824,5353
1560594,5354
1505646,5355
1485337,5356
1505679,5357
1443110,5358
1505364,5359
1572262,5360
1574526,5361
1498420,5362
1505059,5363
1547574,5364
1504768,5365
1505172,5366
1551771,5367
1489135,5368
1560582,5369
1505054,5370
1505245,5371
1505277,5372
1498272,5373
1505292,5374
1505301,5375
1547415,5376
1505209,5377
1439697,5378
1439322,5379
1420389,5380
1439263,5381
1547086,5382
1394522,5383
1506459,5384
1574617,5385
1547025,5386
1560650,5387
1420628,5388
1438813,5389
1506526,5390
1439397,5391
1420346,5392
1443177,5393
1439458,5394
1420377,5395
1505877,5396
1439700,5397
1439421,5398
1505999,5399
1505889,5400
1439326,5401
1439609,5402
1443285,5403
1506204,5404
1439393,5405
1551743,5406
1440450,5407
1420185,5408
1504034,5409
1498926,5410
1504077,5411
1504154,5412
1420079,5413
1504234,5414
1574367,5415
1440876,5416
1574500,5417
1440757,5418
1420194,5419
1560557,5420
1509951,5421
1503938,5422
1548351,5423
1503763,5424
1503733,5425
1440204,5426
1503900,5427
1503887,5428
1442605,5429
1498966,5430
1457679,5431
1498956,5432
1504354,5433
1504398,5434
1498471,5435
1547559,5436
1571989,5437
1442773,5438
1547775,5439
1442840,5440
1547741,5441
1547731,5442
1504934,5443
1498567,5444
1547549,5445
1504994,5446
1571858,5447
1498680,5448
1504756,5449
1484520,5450
1547993,5451
1484590,5452
1571984,5453
1547863,5454
1572203,5455
1498695,5456
1489316,5457
1572039,5458
1440702,5459
1510279,5460
1425377,5461
1525237,5462
1525240,5463
1426566,5464
1562164,5465
1525369,5466
1536009,5467
1535933,5468
1487037,5469
1431456,5470
1524559,5471
1535890,5472
1562276,5473
1426370,5474
1525021,5475
1524741,5476
1536453,5477
1524805,5478
1566022,5479
1536473,5480
1488140,5481
1426077,5482
1523065,5483
1431693,5484
1525095,5485
1536216,5486
1536190,5487
1426184,5488
1525160,5489
1526059,5490
1526097,5491
1566786,5492
1426776,5493
1527139,5494
1527197,5495
1535566,5496
1431039,5497
1527331,5498
1431018,5499
1564552,5500
1535518,5501
1527359,5502
1527429,5503
1527204,5504
1488038,5505
1527630,5506
1527703,5507
1534902,5508
1431546,5509
1526259,5510
1526260,5511
1565684,5512
1565551,5513
1535751,5514
1526426,5515
1526395,5516
1486896,5517
1564908,5518
1526845,5519
1565350,5520
1565147,5521
1527038,5522
1426682,5523
1536519,5524
1566563,5525
1521889,5526
1433239,5527
1522591,5528
1522528,5529
1433042,5530
1561958,5531
1561849,5532
1522783,5533
1521815,5534
1425382,5535
1537654,5536
1537663,5537
1522340,5538
1521835,5539
1521295,5540
1521618,5541
1521758,5542
1521802,5543
1424841,5544
1566725,5545
1488154,5546
1425135,5547
1521911,5548
1561097,5549
1521960,5550
1433284,5551
1566558,5552
1486785,5553
1537697,5554
1522245,5555
1565672,5556
1522812,5557
1483801,5558
1523715,5559
1523836,5560
1536806,5561
1566077,5562
1524011,5563
1566062,5564
1523592,5565
1536772,5566
1524217,5567
1486918,5568
1524411,5569
1432238,5570
1536721,5571
1523586,5572
1432677,5573
1566258,5574
1536969,5575
1522970,5576
1425432,5577
1425614,5578
1523069,5579
1537274,5580
1432831,5581
1536948,5582
1562078,5583
1523376,5584
1487011,5585
1566181,5586
1523443,5587
1527760,5588
1534072,5589
1529645,5590
1429288,5591
1530677,5592
1533608,5593
1429198,5594
1487244,5595
1427570,5596
1427720,5597
1533440,5598
1530616,5599
1533447,5600
1533381,5601
1531012,5602
1531179,5603
1562872,5604
1533247,5605
1563565,5606
1530436,5607
1429326,5608
1530350,5609
1563673,5610
1530445,5611
1533680,5612
1530448,5613
1530490,5614
1562124,5615
1427370,5616
1530599,5617
1533732,5618
1563246,5619
1428628,5620
1531946,5621
1487726,5622
1531603,5623
1428238,5624
1428026,5625
1532251,5626
1531786,5627
1532289,5628
1487574,5629
1532313,5630
1428003,5631
1427944,5632
1427873,5633
1428670,5634
1563271,5635
1531362,5636
1531367,5637
1531359,5638
1533157,5639
1428686,5640
1531389,5641
1428691,5642
1531480,5643
1531591,5644
1428465,5645
1428386,5646
1531761,5647
1533988,5648
1427168,5649
1535104,5650
1562774,5651
1528682,5652
1527653,5653
1534958,5654
1528798,5655
1528814,5656
1430218,5657
1528907,5658
1430277,5659
1528617,5660
1430025,5661
1564382,5662
1528637,5663
1528074,5664
1535108,5665
1564363,5666
1562420,5667
1430604,5668
1564727,5669
1528002,5670
1528190,5671
1430395,5672
1430317,5673
1528279,5674
1564649,5675
1528409,5676
1528456,5677
1528470,5678
1528596,5679
1535006,5680
1487200,5681
1487217,5682
1529312,5683
1429630,5684
1534566,5685
1534470,5686
1529973,5687
1529940,5688
1534265,5689
1429370,5690
1529880,5691
1534320,5692
1429601,5693
1530157,5694
1534252,5695
1429548,5696
1530270,5697
1562792,5698
1530281,5699
1429369,5700
1429740,5701
1427012,5702
1563408,5703
1562579,5704
1564185,5705
1528322,5706
1429882,5707
1529545,5708
1533911,5709
1529035,5710
1529655,5711
1529672,5712
1562413,5713
1529631,5714
1429659,5715
1529806,5716
1566827,5717
1538609,5718
1423224,5719
1514029,5720
1423366,5721
1486442,5722
1435504,5723
1514017,5724
1514185,5725
1514181,5726
1569475,5727
1423242,5728
1435462,5729
1435536,5730
1435606,5731
1435890,5732
1510596,5733
1435755,5734
1435505,5735
1505709,5736
1513567,5737
1561143,5738
1540987,5739
1541303,5740
1513601,5741
1513635,5742
1540793,5743
1569596,5744
1569812,5745
1569786,5746
1486350,5747
1435436,5748
1514505,5749
1537647,5750
1423597,5751
1515294,5752
1435037,5753
1540719,5754
1514973,5755
1540835,5756
1515535,5757
1539642,5758
1569217,5759
1423593,5760
1515182,5761
1515835,5762
1515110,5763
1540892,5764
1541098,5765
1287491,5766
1569412,5767
1514652,5768
1486497,5769
1435416,5770
1541172,5771
1514753,5772
1435267,5773
1486504,5774
1569153,5775
1508343,5776
1488436,5777
1514955,5778
1514990,5779
1515057,5780
1541035,5781
1540795,5782
1435118,5783
1541767,5784
1541799,5785
1541920,5786
1486112,5787
1542682,5788
1433756,5789
1543615,5790
1422648,5791
1510984,5792
1511081,5793
1511141,5794
1570130,5795
1435158,5796
1543891,5797
1510465,5798
1437686,5799
1510400,5800
1510463,5801
1437409,5802
1510472,5803
1510515,5804
1437362,5805
1510532,5806
1544167,5807
1510670,5808
1510741,5809
1510518,5810
1436902,5811
1486128,5812
1436491,5813
1512304,5814
1512326,5815
1512069,5816
1486113,5817
1512380,5818
1570006,5819
1542234,5820
1541890,5821
1569994,5822
1512243,5823
1569912,5824
1512826,5825
1435998,5826
1569913,5827
1435990,5828
1569879,5829
1542287,5830
1436361,5831
1511718,5832
1436292,5833
1488705,5834
1543176,5835
1543130,5836
1543111,5837
1511887,5838
1488647,5839
1511917,5840
1511483,5841
1511376,5842
1543008,5843
1542941,5844
1512152,5845
1542773,5846
1542456,5847
1512195,5848
1515902,5849
1515979,5850
1424213,5851
1538977,5852
1434057,5853
1434059,5854
1519542,5855
1519562,5856
1519583,5857
1539085,5858
1519635,5859
1424425,5860
1519706,5861
1567349,5862
1519780,5863
1567230,5864
1516744,5865
1539080,5866
1520076,5867
1424591,5868
1434104,5869
1539236,5870
1567401,5871
1518906,5872
1486649,5873
1567652,5874
1518572,5875
1518642,5876
1518728,5877
1518912,5878
1539345,5879
1518979,5880
1519137,5881
1567467,5882
1519173,5883
1539270,5884
1519128,5885
1484409,5886
1519062,5887
1520204,5888
1561552,5889
1495750,5890
1520682,5891
1486566,5892
1520954,5893
1521005,5894
1488197,5895
1566963,5896
1433626,5897
1520367,5898
1433523,5899
1486860,5900
1537955,5901
1521350,5902
1521447,5903
1433590,5904
1520847,5905
1433768,5906
1520189,5907
1538922,5908
1515245,5909
1561572,5910
1520246,5911
1520429,5912
1567131,5913
1520387,5914
1520453,5915
1433733,5916
1433674,5917
1520659,5918
1518366,5919
1515947,5920
1424172,5921
1516757,5922
1540553,5923
1569059,5924
1516885,5925
1568905,5926
1516960,5927
1516994,5928
1540530,5929
1434742,5930
1568937,5931
1423305,5932
1516319,5933
1488445,5934
1540390,5935
1568858,5936
1516740,5937
1516720,5938
1516281,5939
1540777,5940
1516161,5941
1423869,5942
1516067,5943
1516275,5944
1569204,5945
1516354,5946
1540614,5947
1569209,5948
1516552,5949
1423902,5950
1516568,5951
1517138,5952
1568871,5953
1561264,5954
1568012,5955
1568230,5956
1517963,5957
1517981,5958
1423554,5959
1518015,5960
1518014,5961
1567899,5962
1518208,5963
1567925,5964
1561026,5965
1434308,5966
1488247,5967
1561313,5968
1517457,5969
1434615,5970
1561252,5971
1486704,5972
1568593,5973
1517517,5974
1434369,5975
1517617,5976
1488347,5977
1539920,5978
1434290,5979
1517670,5980
1517665,5981
1539985,5982
1508488,5983
1484445,5984
1575213,5985
1438172,5986
1437815,5987
1437855,5988
1437852,5989
1437919,5990
1454255,5991
1438033,5992
1438059,5993
1463617,5994
1463635,5995
1436055,5996
1438281,5997
1438594,5998
1438702,5999
1438767,6000
1439013,6001
1439052,6002
1595504,6003
1439079,6004
1437774,6005
1436439,6006
1595937,6007
1435985,6008
1436597,6009
1436666,6010
1463989,6011
1436860,6012
1436906,6013
1437079,6014
1434549,6015
1595925,6016
1437192,6017
1437299,6018
1437501,6019
1595732,6020
1463871,6021
1595627,6022
1477706,6023
1439065,6024
1594292,6025
1441358,6026
1441472,6027
1441534,6028
1478069,6029
1441583,6030
1441752,6031
1448311,6032
1462675,6033
1440231,6034
1593935,6035
1593932,6036
1462520,6037
1593911,6038
1442284,6039
1441154,6040
1462789,6041
1595452,6042
1439363,6043
1595428,6044
1439685,6045
1477934,6046
1463420,6047
1595123,6048
1463384,6049
1439970,6050
1463190,6051
1594951,6052
1594715,6053
1594645,6054
1440281,6055
1440305,6056
1440292,6057
1440528,6058
1594688,6059
1440868,6060
1594552,6061
1440853,6062
1440906,6063
1596001,6064
1575356,6065
1473726,6066
1477223,6067
1430098,6068
1432590,6069
1432597,6070
1464990,6071
1597822,6072
1432716,6073
1597730,6074
1432743,6075
1464814,6076
1597551,6077
1432963,6078
1433038,6079
1433155,6080
1430230,6081
1597112,6082
1598176,6083
1432456,6084
1477014,6085
1476615,6086
1431033,6087
1476974,6088
1477053,6089
1431279,6090
1431437,6091
1598572,6092
1597269,6093
1431616,6094
1465309,6095
1431796,6096
1598353,6097
1431843,6098
1598315,6099
1431992,6100
1431851,6101
1432166,6102
1432336,6103
1598252,6104
1598220,6105
1597120,6106
1597054,6107
1434679,6108
1435260,6109
1435269,6110
1435212,6111
1435284,6112
1596287,6113
1464376,6114
1435749,6115
1596134,6116
1464326,6117
1435846,6118
1596168,6119
1596021,6120
1434787,6121
1596212,6122
1596928,6123
1595832,6124
1433261,6125
1433647,6126
1433579,6127
1433746,6128
1596881,6129
1596721,6130
1431065,6131
1596646,6132
1477559,6133
1434390,6134
1596477,6135
1477574,6136
1434481,6137
1434833,6138
1442664,6139
1442751,6140
1450639,6141
1450145,6142
1450178,6143
1459810,6144
1450292,6145
1445770,6146
1450478,6147
1450520,6148
1450652,6149
1450519,6150
1450976,6151
1460297,6152
1582778,6153
1451152,6154
1479050,6155
1450035,6156
1479016,6157
1461071,6158
1590373,6159
1590367,6160
1448724,6161
1448793,6162
1590189,6163
1449053,6164
1449188,6165
1448478,6166
1590171,6167
1460971,6168
1460910,6169
1590161,6170
1590127,6171
1449581,6172
1449681,6173
1460670,6174
1460610,6175
1449881,6176
1451434,6177
1451468,6178
1451531,6179
1589434,6180
1453133,6181
1453335,6182
1453421,6183
1453579,6184
1588221,6185
1589140,6186
1453708,6187
1459696,6188
1453691,6189
1588942,6190
1453785,6191
1453798,6192
1588898,6193
1453845,6194
1453897,6195
1453809,6196
1588773,6197
1459728,6198
1451767,6199
1459928,6200
1452002,6201
1589582,6202
1452091,6203
1452110,6204
1459919,6205
1452156,6206
1452180,6207
1452249,6208
1452381,6209
1452510,6210
1452632,6211
1452652,6212
1589537,6213
1589365,6214
1448575,6215
1448142,6216
1478841,6217
1591770,6218
1444443,6219
1462354,6220
1444010,6221
1444576,6222
1444889,6223
1443679,6224
1591979,6225
1462272,6226
1445145,6227
1462129,6228
1444956,6229
1445288,6230
1462108,6231
1462076,6232
1445503,6233
1445532,6234
1591588,6235
1445659,6236
1445683,6237
1445755,6238
1592017,6239
1442754,6240
1478092,6241
1478127,6242
1592741,6243
1478159,6244
1478202,6245
1443002,6246
1443603,6247
1478307,6248
1443717,6249
1592334,6250
1592275,6251
1443832,6252
1443947,6253
1478366,6254
1445103,6255
1590815,6256
1446488,6257
1446717,6258
1461673,6259
1446733,6260
1446822,6261
1590783,6262
1446831,6263
1447536,6264
1590518,6265
1447878,6266
1461330,6267
1478746,6268
1448044,6269
1590403,6270
1478734,6271
1448344,6272
1446482,6273
1445916,6274
1445785,6275
1591396,6276
1445735,6277
1445975,6278
1461969,6279
1461834,6280
